,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,hyb_protocol,scan_protocol,data_processing,platform_id,contact_name,contact_email,contact_phone,contact_fax,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_zip/postal_code,contact_country,supplementary_file,series_id,data_row_count
GSM1116211,['Luminal B Sample128 rep1'],['GSM1116211'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Luminal B Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Luminal B', 'batch: 3', 'hybridation: 2']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116211/suppl/GSM1116211_BC16_ARN0088_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116212,['Luminal B Sample129 rep1'],['GSM1116212'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Luminal B Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Luminal B', 'batch: 3', 'hybridation: 2']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116212/suppl/GSM1116212_BC16_ARN0089_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116213,['Luminal A Sample130 rep1'],['GSM1116213'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Luminal A Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Luminal A', 'batch: 3', 'hybridation: 3']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116213/suppl/GSM1116213_BC16_ARN0092_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116214,['Luminal B Sample131 rep1'],['GSM1116214'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Luminal B Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Luminal B', 'batch: 3', 'hybridation: 3']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116214/suppl/GSM1116214_BC16_ARN0093_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116215,['Luminal B Sample132 rep1'],['GSM1116215'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Luminal B Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Luminal B', 'batch: 3', 'hybridation: 3']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116215/suppl/GSM1116215_BC16_ARN0094_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116216,['Luminal A Sample133 rep1'],['GSM1116216'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Luminal A Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Luminal A', 'batch: 4', 'hybridation: 1']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116216/suppl/GSM1116216_BC16_ARN0098_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116217,['Luminal A Sample134 rep1'],['GSM1116217'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Luminal A Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Luminal A', 'batch: 4', 'hybridation: 1']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116217/suppl/GSM1116217_BC16_ARN0099_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116218,['Luminal B Sample135 rep1'],['GSM1116218'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Luminal B Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Luminal B', 'batch: 4', 'hybridation: 1']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116218/suppl/GSM1116218_BC16_ARN0100_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116219,['Luminal B Sample136 rep1'],['GSM1116219'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Luminal B Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Luminal B', 'batch: 4', 'hybridation: 1']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116219/suppl/GSM1116219_BC16_ARN0101_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116220,['Luminal A Sample137 rep1'],['GSM1116220'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Luminal A Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Luminal A', 'batch: 4', 'hybridation: 2']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116220/suppl/GSM1116220_BC16_ARN0104_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116221,['Luminal A Sample138 rep1'],['GSM1116221'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Luminal A Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Luminal A', 'batch: 4', 'hybridation: 2']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116221/suppl/GSM1116221_BC16_ARN0105_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116222,['Luminal A Sample139 rep1'],['GSM1116222'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Luminal A Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Luminal A', 'batch: 4', 'hybridation: 2']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116222/suppl/GSM1116222_BC16_ARN0106_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116223,['Luminal A Sample140 rep1'],['GSM1116223'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Luminal A Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Luminal A', 'batch: 4', 'hybridation: 3']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116223/suppl/GSM1116223_BC16_ARN0111_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116224,['Luminal A Sample141 rep1'],['GSM1116224'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Luminal A Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Luminal A', 'batch: 4', 'hybridation: 3']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116224/suppl/GSM1116224_BC16_ARN0112_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116225,['Luminal A Sample142 rep1'],['GSM1116225'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Luminal A Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Luminal A', 'batch: 4', 'hybridation: 3']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116225/suppl/GSM1116225_BC16_ARN0113_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116226,['Luminal B Sample143 rep1'],['GSM1116226'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Luminal B Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Luminal B', 'batch: 4', 'hybridation: 3']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116226/suppl/GSM1116226_BC16_ARN0115_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
